place_name,category,activity,latitude,longitude,source_reference,source_url,classification
C2-1303,Farms,Photography,6.3562123,80.867936,way/1067516404,https://www.openstreetmap.org/way/1067516404,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1303,Farms,Farm visit,6.3576479,80.8686433,way/1067516410,https://www.openstreetmap.org/way/1067516410,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1303,Farms,Rural experience,6.3576479,80.8686433,way/1067516410,https://www.openstreetmap.org/way/1067516410,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1303,Farms,Photography,6.3576479,80.8686433,way/1067516410,https://www.openstreetmap.org/way/1067516410,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1304,Farms,Farm visit,6.3568666,80.8673502,way/1067516403,https://www.openstreetmap.org/way/1067516403,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1304,Farms,Rural experience,6.3568666,80.8673502,way/1067516403,https://www.openstreetmap.org/way/1067516403,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1304,Farms,Photography,6.3568666,80.8673502,way/1067516403,https://www.openstreetmap.org/way/1067516403,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1304,Farms,Farm visit,6.3577988,80.8680301,way/1067516411,https://www.openstreetmap.org/way/1067516411,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1304,Farms,Rural experience,6.3577988,80.8680301,way/1067516411,https://www.openstreetmap.org/way/1067516411,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1304,Farms,Photography,6.3577988,80.8680301,way/1067516411,https://www.openstreetmap.org/way/1067516411,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1305,Farms,Farm visit,6.3581582,80.8669827,way/1067516412,https://www.openstreetmap.org/way/1067516412,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1305,Farms,Rural experience,6.3581582,80.8669827,way/1067516412,https://www.openstreetmap.org/way/1067516412,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1305,Farms,Photography,6.3581582,80.8669827,way/1067516412,https://www.openstreetmap.org/way/1067516412,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1305,Farms,Farm visit,6.3585419,80.8674184,way/1067516413,https://www.openstreetmap.org/way/1067516413,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1305,Farms,Rural experience,6.3585419,80.8674184,way/1067516413,https://www.openstreetmap.org/way/1067516413,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1305,Farms,Photography,6.3585419,80.8674184,way/1067516413,https://www.openstreetmap.org/way/1067516413,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1306,Farms,Farm visit,6.3604329,80.8670014,way/1067516414,https://www.openstreetmap.org/way/1067516414,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1306,Farms,Rural experience,6.3604329,80.8670014,way/1067516414,https://www.openstreetmap.org/way/1067516414,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1306,Farms,Photography,6.3604329,80.8670014,way/1067516414,https://www.openstreetmap.org/way/1067516414,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1307,Farms,Farm visit,6.3640846,80.8654281,way/1067845084,https://www.openstreetmap.org/way/1067845084,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1307,Farms,Rural experience,6.3640846,80.8654281,way/1067845084,https://www.openstreetmap.org/way/1067845084,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1307,Farms,Photography,6.3640846,80.8654281,way/1067845084,https://www.openstreetmap.org/way/1067845084,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-131,Farms,Farm visit,6.3569144,80.8768812,way/1067552220,https://www.openstreetmap.org/way/1067552220,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-131,Farms,Rural experience,6.3569144,80.8768812,way/1067552220,https://www.openstreetmap.org/way/1067552220,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-131,Farms,Photography,6.3569144,80.8768812,way/1067552220,https://www.openstreetmap.org/way/1067552220,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1311,Farms,Farm visit,6.356249,80.8780468,way/1067552225,https://www.openstreetmap.org/way/1067552225,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1311,Farms,Rural experience,6.356249,80.8780468,way/1067552225,https://www.openstreetmap.org/way/1067552225,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1311,Farms,Photography,6.356249,80.8780468,way/1067552225,https://www.openstreetmap.org/way/1067552225,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-132,Farms,Farm visit,6.3572931,80.8761457,way/1067552219,https://www.openstreetmap.org/way/1067552219,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-132,Farms,Rural experience,6.3572931,80.8761457,way/1067552219,https://www.openstreetmap.org/way/1067552219,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-132,Farms,Photography,6.3572931,80.8761457,way/1067552219,https://www.openstreetmap.org/way/1067552219,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-133,Farms,Farm visit,6.3573771,80.875009,way/1067552217,https://www.openstreetmap.org/way/1067552217,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-133,Farms,Rural experience,6.3573771,80.875009,way/1067552217,https://www.openstreetmap.org/way/1067552217,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-133,Farms,Photography,6.3573771,80.875009,way/1067552217,https://www.openstreetmap.org/way/1067552217,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-133,Farms,Farm visit,6.356788,80.8756503,way/1067552218,https://www.openstreetmap.org/way/1067552218,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-133,Farms,Rural experience,6.356788,80.8756503,way/1067552218,https://www.openstreetmap.org/way/1067552218,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-133,Farms,Photography,6.356788,80.8756503,way/1067552218,https://www.openstreetmap.org/way/1067552218,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-134,Farms,Farm visit,6.3580984,80.8749351,way/1067552213,https://www.openstreetmap.org/way/1067552213,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-134,Farms,Rural experience,6.3580984,80.8749351,way/1067552213,https://www.openstreetmap.org/way/1067552213,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-134,Farms,Photography,6.3580984,80.8749351,way/1067552213,https://www.openstreetmap.org/way/1067552213,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-134,Farms,Farm visit,6.3574578,80.8754296,way/1067552216,https://www.openstreetmap.org/way/1067552216,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-134,Farms,Rural experience,6.3574578,80.8754296,way/1067552216,https://www.openstreetmap.org/way/1067552216,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-134,Farms,Photography,6.3574578,80.8754296,way/1067552216,https://www.openstreetmap.org/way/1067552216,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-135,Farms,Farm visit,6.3580129,80.8759385,way/1067552214,https://www.openstreetmap.org/way/1067552214,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-135,Farms,Rural experience,6.3580129,80.8759385,way/1067552214,https://www.openstreetmap.org/way/1067552214,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-135,Farms,Photography,6.3580129,80.8759385,way/1067552214,https://www.openstreetmap.org/way/1067552214,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-135,Farms,Farm visit,6.3576997,80.8758613,way/1067552215,https://www.openstreetmap.org/way/1067552215,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-135,Farms,Rural experience,6.3576997,80.8758613,way/1067552215,https://www.openstreetmap.org/way/1067552215,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-135,Farms,Photography,6.3576997,80.8758613,way/1067552215,https://www.openstreetmap.org/way/1067552215,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-136,Farms,Farm visit,6.3586649,80.8747478,way/1067552212,https://www.openstreetmap.org/way/1067552212,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-136,Farms,Rural experience,6.3586649,80.8747478,way/1067552212,https://www.openstreetmap.org/way/1067552212,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-136,Farms,Photography,6.3586649,80.8747478,way/1067552212,https://www.openstreetmap.org/way/1067552212,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-137,Farms,Farm visit,6.3588545,80.8739784,way/1067552209,https://www.openstreetmap.org/way/1067552209,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-137,Farms,Rural experience,6.3588545,80.8739784,way/1067552209,https://www.openstreetmap.org/way/1067552209,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-137,Farms,Photography,6.3588545,80.8739784,way/1067552209,https://www.openstreetmap.org/way/1067552209,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-137,Farms,Farm visit,6.3583482,80.8740831,way/1067552211,https://www.openstreetmap.org/way/1067552211,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-137,Farms,Rural experience,6.3583482,80.8740831,way/1067552211,https://www.openstreetmap.org/way/1067552211,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-137,Farms,Photography,6.3583482,80.8740831,way/1067552211,https://www.openstreetmap.org/way/1067552211,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-138,Farms,Farm visit,6.3594828,80.8739489,way/1067552207,https://www.openstreetmap.org/way/1067552207,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-138,Farms,Rural experience,6.3594828,80.8739489,way/1067552207,https://www.openstreetmap.org/way/1067552207,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-138,Farms,Photography,6.3594828,80.8739489,way/1067552207,https://www.openstreetmap.org/way/1067552207,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-138,Farms,Farm visit,6.3590818,80.874704,way/1067552210,https://www.openstreetmap.org/way/1067552210,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-138,Farms,Rural experience,6.3590818,80.874704,way/1067552210,https://www.openstreetmap.org/way/1067552210,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-138,Farms,Photography,6.3590818,80.874704,way/1067552210,https://www.openstreetmap.org/way/1067552210,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-139,Farms,Farm visit,6.3599087,80.8739756,way/1067552206,https://www.openstreetmap.org/way/1067552206,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-139,Farms,Rural experience,6.3599087,80.8739756,way/1067552206,https://www.openstreetmap.org/way/1067552206,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-139,Farms,Photography,6.3599087,80.8739756,way/1067552206,https://www.openstreetmap.org/way/1067552206,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-139,Farms,Farm visit,6.3594048,80.8748372,way/1067552208,https://www.openstreetmap.org/way/1067552208,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-139,Farms,Rural experience,6.3594048,80.8748372,way/1067552208,https://www.openstreetmap.org/way/1067552208,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-139,Farms,Photography,6.3594048,80.8748372,way/1067552208,https://www.openstreetmap.org/way/1067552208,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-140,Farms,Farm visit,6.3612236,80.8733549,way/1067552204,https://www.openstreetmap.org/way/1067552204,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-140,Farms,Rural experience,6.3612236,80.8733549,way/1067552204,https://www.openstreetmap.org/way/1067552204,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-140,Farms,Photography,6.3612236,80.8733549,way/1067552204,https://www.openstreetmap.org/way/1067552204,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-140,Farms,Farm visit,6.3601723,80.8734954,way/1067552205,https://www.openstreetmap.org/way/1067552205,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-140,Farms,Rural experience,6.3601723,80.8734954,way/1067552205,https://www.openstreetmap.org/way/1067552205,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-140,Farms,Photography,6.3601723,80.8734954,way/1067552205,https://www.openstreetmap.org/way/1067552205,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-141,Farms,Farm visit,6.3619593,80.873889,way/1067552201,https://www.openstreetmap.org/way/1067552201,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-141,Farms,Rural experience,6.3619593,80.873889,way/1067552201,https://www.openstreetmap.org/way/1067552201,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-141,Farms,Photography,6.3619593,80.873889,way/1067552201,https://www.openstreetmap.org/way/1067552201,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-141,Farms,Farm visit,6.3622329,80.8736295,way/1067552202,https://www.openstreetmap.org/way/1067552202,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-141,Farms,Rural experience,6.3622329,80.8736295,way/1067552202,https://www.openstreetmap.org/way/1067552202,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-141,Farms,Photography,6.3622329,80.8736295,way/1067552202,https://www.openstreetmap.org/way/1067552202,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-142,Farms,Farm visit,6.3603612,80.8743389,way/1067552200,https://www.openstreetmap.org/way/1067552200,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-142,Farms,Rural experience,6.3603612,80.8743389,way/1067552200,https://www.openstreetmap.org/way/1067552200,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-142,Farms,Photography,6.3603612,80.8743389,way/1067552200,https://www.openstreetmap.org/way/1067552200,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-142,Farms,Farm visit,6.3608773,80.8736779,way/1067552203,https://www.openstreetmap.org/way/1067552203,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-142,Farms,Rural experience,6.3608773,80.8736779,way/1067552203,https://www.openstreetmap.org/way/1067552203,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-142,Farms,Photography,6.3608773,80.8736779,way/1067552203,https://www.openstreetmap.org/way/1067552203,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-143,Farms,Farm visit,6.3610831,80.874538,way/1067552199,https://www.openstreetmap.org/way/1067552199,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-143,Farms,Rural experience,6.3610831,80.874538,way/1067552199,https://www.openstreetmap.org/way/1067552199,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-143,Farms,Photography,6.3610831,80.874538,way/1067552199,https://www.openstreetmap.org/way/1067552199,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-144,Farms,Farm visit,6.3621895,80.8744459,way/1067552198,https://www.openstreetmap.org/way/1067552198,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-144,Farms,Rural experience,6.3621895,80.8744459,way/1067552198,https://www.openstreetmap.org/way/1067552198,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-144,Farms,Photography,6.3621895,80.8744459,way/1067552198,https://www.openstreetmap.org/way/1067552198,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-145,Farms,Farm visit,6.3614931,80.8753594,way/1067552253,https://www.openstreetmap.org/way/1067552253,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-145,Farms,Rural experience,6.3614931,80.8753594,way/1067552253,https://www.openstreetmap.org/way/1067552253,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-145,Farms,Photography,6.3614931,80.8753594,way/1067552253,https://www.openstreetmap.org/way/1067552253,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-146,Farms,Farm visit,6.3605339,80.8753302,way/1067552252,https://www.openstreetmap.org/way/1067552252,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-146,Farms,Rural experience,6.3605339,80.8753302,way/1067552252,https://www.openstreetmap.org/way/1067552252,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-146,Farms,Photography,6.3605339,80.8753302,way/1067552252,https://www.openstreetmap.org/way/1067552252,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-147,Farms,Farm visit,6.3593929,80.8758799,way/1067552248,https://www.openstreetmap.org/way/1067552248,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-147,Farms,Rural experience,6.3593929,80.8758799,way/1067552248,https://www.openstreetmap.org/way/1067552248,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-147,Farms,Photography,6.3593929,80.8758799,way/1067552248,https://www.openstreetmap.org/way/1067552248,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-147,Farms,Farm visit,6.3594631,80.8753004,way/1067552251,https://www.openstreetmap.org/way/1067552251,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-147,Farms,Rural experience,6.3594631,80.8753004,way/1067552251,https://www.openstreetmap.org/way/1067552251,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-147,Farms,Photography,6.3594631,80.8753004,way/1067552251,https://www.openstreetmap.org/way/1067552251,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-148,Farms,Farm visit,6.3609942,80.876032,way/1067552250,https://www.openstreetmap.org/way/1067552250,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-148,Farms,Rural experience,6.3609942,80.876032,way/1067552250,https://www.openstreetmap.org/way/1067552250,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-148,Farms,Photography,6.3609942,80.876032,way/1067552250,https://www.openstreetmap.org/way/1067552250,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-149,Farms,Farm visit,6.3600024,80.8759246,way/1067552249,https://www.openstreetmap.org/way/1067552249,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-149,Farms,Rural experience,6.3600024,80.8759246,way/1067552249,https://www.openstreetmap.org/way/1067552249,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-149,Farms,Photography,6.3600024,80.8759246,way/1067552249,https://www.openstreetmap.org/way/1067552249,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-150,Farms,Farm visit,6.3591222,80.8767496,way/1067552231,https://www.openstreetmap.org/way/1067552231,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-150,Farms,Rural experience,6.3591222,80.8767496,way/1067552231,https://www.openstreetmap.org/way/1067552231,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-150,Farms,Photography,6.3591222,80.8767496,way/1067552231,https://www.openstreetmap.org/way/1067552231,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-150,Farms,Farm visit,6.3586698,80.8760151,way/1067552247,https://www.openstreetmap.org/way/1067552247,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-150,Farms,Rural experience,6.3586698,80.8760151,way/1067552247,https://www.openstreetmap.org/way/1067552247,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-150,Farms,Photography,6.3586698,80.8760151,way/1067552247,https://www.openstreetmap.org/way/1067552247,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-151,Farms,Farm visit,6.358247,80.8767744,way/1067552230,https://www.openstreetmap.org/way/1067552230,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-151,Farms,Rural experience,6.358247,80.8767744,way/1067552230,https://www.openstreetmap.org/way/1067552230,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-151,Farms,Photography,6.358247,80.8767744,way/1067552230,https://www.openstreetmap.org/way/1067552230,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1510,Farms,Farm visit,6.374504,80.8574189,way/1067835238,https://www.openstreetmap.org/way/1067835238,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1510,Farms,Rural experience,6.374504,80.8574189,way/1067835238,https://www.openstreetmap.org/way/1067835238,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1510,Farms,Photography,6.374504,80.8574189,way/1067835238,https://www.openstreetmap.org/way/1067835238,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1510,Farms,Farm visit,6.3747653,80.8577482,way/1067835239,https://www.openstreetmap.org/way/1067835239,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1510,Farms,Rural experience,6.3747653,80.8577482,way/1067835239,https://www.openstreetmap.org/way/1067835239,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1510,Farms,Photography,6.3747653,80.8577482,way/1067835239,https://www.openstreetmap.org/way/1067835239,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1510,Farms,Farm visit,6.3741884,80.857732,way/1067835241,https://www.openstreetmap.org/way/1067835241,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1510,Farms,Rural experience,6.3741884,80.857732,way/1067835241,https://www.openstreetmap.org/way/1067835241,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1510,Farms,Photography,6.3741884,80.857732,way/1067835241,https://www.openstreetmap.org/way/1067835241,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1511,Farms,Farm visit,6.3728039,80.8577494,way/1067835237,https://www.openstreetmap.org/way/1067835237,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1511,Farms,Rural experience,6.3728039,80.8577494,way/1067835237,https://www.openstreetmap.org/way/1067835237,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1511,Farms,Photography,6.3728039,80.8577494,way/1067835237,https://www.openstreetmap.org/way/1067835237,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1511,Farms,Farm visit,6.3737162,80.8573461,way/1067835242,https://www.openstreetmap.org/way/1067835242,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1511,Farms,Rural experience,6.3737162,80.8573461,way/1067835242,https://www.openstreetmap.org/way/1067835242,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1511,Farms,Photography,6.3737162,80.8573461,way/1067835242,https://www.openstreetmap.org/way/1067835242,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1511,Farms,Farm visit,6.3734379,80.8579791,way/1067835243,https://www.openstreetmap.org/way/1067835243,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1511,Farms,Rural experience,6.3734379,80.8579791,way/1067835243,https://www.openstreetmap.org/way/1067835243,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1511,Farms,Photography,6.3734379,80.8579791,way/1067835243,https://www.openstreetmap.org/way/1067835243,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Farm visit,6.3745453,80.8562355,way/1067507372,https://www.openstreetmap.org/way/1067507372,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Rural experience,6.3745453,80.8562355,way/1067507372,https://www.openstreetmap.org/way/1067507372,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Photography,6.3745453,80.8562355,way/1067507372,https://www.openstreetmap.org/way/1067507372,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Farm visit,6.373591,80.8565447,way/1067835235,https://www.openstreetmap.org/way/1067835235,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Rural experience,6.373591,80.8565447,way/1067835235,https://www.openstreetmap.org/way/1067835235,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Photography,6.373591,80.8565447,way/1067835235,https://www.openstreetmap.org/way/1067835235,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Farm visit,6.3738529,80.8568512,way/1067835236,https://www.openstreetmap.org/way/1067835236,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Rural experience,6.3738529,80.8568512,way/1067835236,https://www.openstreetmap.org/way/1067835236,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Photography,6.3738529,80.8568512,way/1067835236,https://www.openstreetmap.org/way/1067835236,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Farm visit,6.3751406,80.8575516,way/1067835240,https://www.openstreetmap.org/way/1067835240,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Rural experience,6.3751406,80.8575516,way/1067835240,https://www.openstreetmap.org/way/1067835240,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1512,Farms,Photography,6.3751406,80.8575516,way/1067835240,https://www.openstreetmap.org/way/1067835240,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1513,Farms,Farm visit,6.3743137,80.8557815,way/1067504858,https://www.openstreetmap.org/way/1067504858,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1513,Farms,Rural experience,6.3743137,80.8557815,way/1067504858,https://www.openstreetmap.org/way/1067504858,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1513,Farms,Photography,6.3743137,80.8557815,way/1067504858,https://www.openstreetmap.org/way/1067504858,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1513,Farms,Farm visit,6.3751402,80.8562939,way/1067507371,https://www.openstreetmap.org/way/1067507371,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1513,Farms,Rural experience,6.3751402,80.8562939,way/1067507371,https://www.openstreetmap.org/way/1067507371,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1513,Farms,Photography,6.3751402,80.8562939,way/1067507371,https://www.openstreetmap.org/way/1067507371,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1513,Farms,Farm visit,6.3752442,80.8557607,way/1067516511,https://www.openstreetmap.org/way/1067516511,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1513,Farms,Rural experience,6.3752442,80.8557607,way/1067516511,https://www.openstreetmap.org/way/1067516511,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1513,Farms,Photography,6.3752442,80.8557607,way/1067516511,https://www.openstreetmap.org/way/1067516511,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1514,Farms,Farm visit,6.3751594,80.8552134,way/1067507370,https://www.openstreetmap.org/way/1067507370,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1514,Farms,Rural experience,6.3751594,80.8552134,way/1067507370,https://www.openstreetmap.org/way/1067507370,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1514,Farms,Photography,6.3751594,80.8552134,way/1067507370,https://www.openstreetmap.org/way/1067507370,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1514,Farms,Farm visit,6.376061,80.8556078,way/1067516512,https://www.openstreetmap.org/way/1067516512,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1514,Farms,Rural experience,6.376061,80.8556078,way/1067516512,https://www.openstreetmap.org/way/1067516512,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1514,Farms,Photography,6.376061,80.8556078,way/1067516512,https://www.openstreetmap.org/way/1067516512,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1514,Farms,Farm visit,6.376661,80.8556307,way/1067550518,https://www.openstreetmap.org/way/1067550518,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1514,Farms,Rural experience,6.376661,80.8556307,way/1067550518,https://www.openstreetmap.org/way/1067550518,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1514,Farms,Photography,6.376661,80.8556307,way/1067550518,https://www.openstreetmap.org/way/1067550518,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1515,Farms,Farm visit,6.3760262,80.8560919,way/1067516513,https://www.openstreetmap.org/way/1067516513,DERIVED_FROM_OSM_CATEGORY_AND_NAME
C2-1515,Farms,Rural experience,6.3760262,80.8560919,way/1067516513,https://www.openstreetmap.org/way/1067516513,DERIVED_FROM_OSM_CATEGORY_AND_NAME
